,score,label,ulasan,CaseFolding,Cleaning,HapusEmoji,Spasi,Tokenizing,Normalized_Words,Stopword Removal,Stemming,dataset_join
257,1,0,Lemot parah ini aplikasi... Ga jalan sama sekali... Padahal sebelumnya ud bagus... Saya coba install ulang malah sama sekali ga bisa login... Dari tadi jam 7 pagi sampe jam 11 dicoba berulang2 ga bisa2... Mohon diperbaiki... Saya mau selesai in nonton para pencari Tuhan... Mana ga ada di aplikasi lain...,lemot parah ini aplikasi... ga jalan sama sekali... padahal sebelumnya ud bagus... saya coba install ulang malah sama sekali ga bisa login... dari tadi jam 7 pagi sampe jam 11 dicoba berulang2 ga bisa2... mohon diperbaiki... saya mau selesai in nonton para pencari tuhan... mana ga ada di aplikasi lain...,lemot parah ini aplikasi    ga jalan sama sekali    padahal sebelumnya ud bagus    saya coba install ulang malah sama sekali ga bisa login    dari tadi jam   pagi sampe jam   dicoba berulang  ga bisa     mohon diperbaiki    saya mau selesai in nonton para pencari tuhan    mana ga ada di aplikasi lain,lemot parah ini aplikasi    ga jalan sama sekali    padahal sebelumnya ud bagus    saya coba install ulang malah sama sekali ga bisa login    dari tadi jam   pagi sampe jam   dicoba berulang  ga bisa     mohon diperbaiki    saya mau selesai in nonton para pencari tuhan    mana ga ada di aplikasi lain,lemot parah ini aplikasi ga jalan sama sekali padahal sebelumnya ud bagus saya coba install ulang malah sama sekali ga bisa login dari tadi jam pagi sampe jam dicoba berulang  ga bisa mohon diperbaiki saya mau selesai in nonton para pencari tuhan mana ga ada di aplikasi lain,"['lemot', 'parah', 'ini', 'aplikasi', 'ga', 'jalan', 'sama', 'sekali', 'padahal', 'sebelumnya', 'ud', 'bagus', 'saya', 'coba', 'install', 'ulang', 'malah', 'sama', 'sekali', 'ga', 'bisa', 'login', 'dari', 'tadi', 'jam', 'pagi', 'sampe', 'jam', 'dicoba', 'berulang', 'ga', 'bisa', 'mohon', 'diperbaiki', 'saya', 'mau', 'selesai', 'in', 'nonton', 'para', 'pencari', 'tuhan', 'mana', 'ga', 'ada', 'di', 'aplikasi', 'lain']","['lelet', 'parah', 'aplikasi', 'tidak', 'bagus', 'coba', 'tidak', 'jam', 'pagi', 'sampe', 'jam', 'dicoba', 'berulang', 'tidak', 'mohon', 'diperbaiki', 'selesai', 'nonton', 'pencari', 'tuhan', 'tidak', 'aplikasi']","['lemot', 'parah', 'aplikasi', 'ga', 'bagus', 'coba', 'ga', 'jam', 'pagi', 'sampe', 'jam', 'dicoba', 'berulang', 'ga', 'mohon', 'diperbaiki', 'selesai', 'nonton', 'pencari', 'tuhan', 'ga', 'aplikasi']","['lelet', 'parah', 'aplikasi', 'tidak', 'bagus', 'coba', 'tidak', 'jam', 'pagi', 'sampe', 'jam', 'coba', 'ulang', 'tidak', 'mohon', 'baik', 'selesai', 'nonton', 'cari', 'tuhan', 'tidak', 'aplikasi']",lelet parah aplikasi tidak bagus coba tidak jam pagi sampe jam coba ulang tidak mohon baik selesai nonton cari tuhan tidak aplikasi
258,1,0,Yng bner dong,yng bner dong,yng bner dong,yng bner dong,yng bner dong,"['yng', 'bner', 'dong']",['benar'],['bner'],['benar'],benar
259,1,0,Aplikasi baik untuk di uninstall baru liat aja iklan nya 5 baru 3 detik liat video udah ada iklan nya pasti yg download ini nyesel aplikasi ga berguna apaan siapa sih yg bikin 🗿,aplikasi baik untuk di uninstall baru liat aja iklan nya 5 baru 3 detik liat video udah ada iklan nya pasti yg download ini nyesel aplikasi ga berguna apaan siapa sih yg bikin 🗿,aplikasi baik untuk di uninstall baru liat aja iklan nya   baru   detik liat video udah ada iklan nya pasti yg download ini nyesel aplikasi ga berguna apaan siapa sih yg bikin 🗿,aplikasi baik untuk di uninstall baru liat aja iklan nya   baru   detik liat video udah ada iklan nya pasti yg download ini nyesel aplikasi ga berguna apaan siapa sih yg bikin ,aplikasi baik untuk di uninstall baru liat aja iklan nya baru detik liat video udah ada iklan nya pasti yg download ini nyesel aplikasi ga berguna apaan siapa sih yg bikin ,"['aplikasi', 'baik', 'untuk', 'di', 'uninstall', 'baru', 'liat', 'aja', 'iklan', 'nya', 'baru', 'detik', 'liat', 'video', 'udah', 'ada', 'iklan', 'nya', 'pasti', 'yg', 'download', 'ini', 'nyesel', 'aplikasi', 'ga', 'berguna', 'apaan', 'siapa', 'sih', 'yg', 'bikin']","['aplikasi', 'lepas pemasangan', 'lihat', 'iklan', 'detik', 'lihat', 'udah', 'iklan', 'unduh', 'nyesel', 'aplikasi', 'tidak', 'berguna', 'bikin']","['aplikasi', 'uninstall', 'liat', 'iklan', 'detik', 'liat', 'udah', 'iklan', 'download', 'nyesel', 'aplikasi', 'ga', 'berguna', 'bikin']","['aplikasi', 'lepas pasang', 'lihat', 'iklan', 'detik', 'lihat', 'udah', 'iklan', 'unduh', 'nyesel', 'aplikasi', 'tidak', 'guna', 'bikin']",aplikasi lepas pasang lihat iklan detik lihat udah iklan unduh nyesel aplikasi tidak guna bikin
260,1,0,Sangat menyebalkan aplikasinya,sangat menyebalkan aplikasinya,sangat menyebalkan aplikasinya,sangat menyebalkan aplikasinya,sangat menyebalkan aplikasinya,"['sangat', 'menyebalkan', 'aplikasinya']","['menyebalkan', 'aplikasinya']","['menyebalkan', 'aplikasinya']","['sebal', 'aplikasi']",sebal aplikasi
261,1,0,"gangguan nih,,, haduh","gangguan nih,,, haduh",gangguan nih    haduh,gangguan nih    haduh,gangguan nih haduh,"['gangguan', 'nih', 'haduh']",['gangguan'],['gangguan'],['ganggu'],ganggu
262,1,0,Sampah gausah di intall,sampah gausah di intall,sampah gausah di intall,sampah gausah di intall,sampah gausah di intall,"['sampah', 'gausah', 'di', 'intall']","['sampah', 'tidak usah', 'memasang']","['sampah', 'gausah', 'intall']","['sampah', 'tidak usah', 'pasang']",sampah tidak usah pasang
263,1,0,"Sekarang kok patah patah, gak kaya dulu","sekarang kok patah patah, gak kaya dulu",sekarang kok patah patah  gak kaya dulu,sekarang kok patah patah  gak kaya dulu,sekarang kok patah patah  gak kaya dulu,"['sekarang', 'kok', 'patah', 'patah', 'gak', 'kaya', 'dulu']","['patah', 'patah', 'tidak', 'kaya']","['patah', 'patah', 'gak', 'kaya']","['patah', 'patah', 'tidak', 'kaya']",patah patah tidak kaya
264,1,0,Paraaah,paraaah,paraaah,paraaah,parah,['paraaah'],['paraaah'],['paraaah'],['paraaah'],paraaah
265,1,0,Aneh saya udalah langganan masih aja di minta langganan,aneh saya udalah langganan masih aja di minta langganan,aneh saya udalah langganan masih aja di minta langganan,aneh saya udalah langganan masih aja di minta langganan,aneh saya udalah langganan masih aja di minta langganan,"['aneh', 'saya', 'udalah', 'langganan', 'masih', 'aja', 'di', 'minta', 'langganan']","['aneh', 'udalah', 'langganan', 'langganan']","['aneh', 'udalah', 'langganan', 'langganan']","['aneh', 'uda', 'langgan', 'langgan']",aneh uda langgan langgan
266,1,0,Gwe udah bayar pake livin tapi kodenya ga bisa di pake ASUUUU TOLONG JANGAN DOWNLOAD VIDIO APK ASUUU,gwe udah bayar pake livin tapi kodenya ga bisa di pake asuuuu tolong jangan download vidio apk asuuu,gwe udah bayar pake livin tapi kodenya ga bisa di pake asuuuu tolong jangan download vidio apk asuuu,gwe udah bayar pake livin tapi kodenya ga bisa di pake asuuuu tolong jangan download vidio apk asuuu,gwe udah bayar pake livin tapi kodenya ga bisa di pake asu tolong jangan download vidio apk asu,"['gwe', 'udah', 'bayar', 'pake', 'livin', 'tapi', 'kodenya', 'ga', 'bisa', 'di', 'pake', 'asuuuu', 'tolong', 'jangan', 'download', 'vidio', 'apk', 'asuuu']","['saya', 'udah', 'kodenya', 'tidak', 'asuuuu', 'tolong', 'unduh', 'vidio', 'aplikasi', 'asuuu']","['gwe', 'udah', 'kodenya', 'ga', 'asuuuu', 'tolong', 'download', 'vidio', 'apk', 'asuuu']","['saya', 'udah', 'kode', 'tidak', 'asuuuu', 'tolong', 'unduh', 'vidio', 'aplikasi', 'asuuu']",saya udah kode tidak asuuuu tolong unduh vidio aplikasi asuuu
267,1,0,"Benerin dong masa udah berlangganan sering eror trus ,, bela belain beli biar bisa nonton premier league dan lain nya masih aja sering eror Gak gratis loh kalo gratis ya gak apa apa mau eror tiap hari juga ini kan bayar","benerin dong masa udah berlangganan sering eror trus ,, bela belain beli biar bisa nonton premier league dan lain nya masih aja sering eror gak gratis loh kalo gratis ya gak apa apa mau eror tiap hari juga ini kan bayar",benerin dong masa udah berlangganan sering eror trus    bela belain beli biar bisa nonton premier league dan lain nya masih aja sering eror gak gratis loh kalo gratis ya gak apa apa mau eror tiap hari juga ini kan bayar,benerin dong masa udah berlangganan sering eror trus    bela belain beli biar bisa nonton premier league dan lain nya masih aja sering eror gak gratis loh kalo gratis ya gak apa apa mau eror tiap hari juga ini kan bayar,benerin dong masa udah berlangganan sering eror trus bela belain beli biar bisa nonton premier league dan lain nya masih aja sering eror gak gratis loh kalo gratis ya gak apa apa mau eror tiap hari juga ini kan bayar,"['benerin', 'dong', 'masa', 'udah', 'berlangganan', 'sering', 'eror', 'trus', 'bela', 'belain', 'beli', 'biar', 'bisa', 'nonton', 'premier', 'league', 'dan', 'lain', 'nya', 'masih', 'aja', 'sering', 'eror', 'gak', 'gratis', 'loh', 'kalo', 'gratis', 'ya', 'gak', 'apa', 'apa', 'mau', 'eror', 'tiap', 'hari', 'juga', 'ini', 'kan', 'bayar']","['benarkan', 'udah', 'berlangganan', 'eror', 'bela', 'membela', 'beli', 'biar', 'nonton', 'eror', 'tidak', 'gratis', 'kalo', 'gratis', 'tidak', 'eror']","['benerin', 'udah', 'berlangganan', 'eror', 'bela', 'belain', 'beli', 'biar', 'nonton', 'eror', 'gak', 'gratis', 'kalo', 'gratis', 'gak', 'eror']","['benar', 'udah', 'langgan', 'eror', 'bela', 'bela', 'beli', 'biar', 'nonton', 'eror', 'tidak', 'gratis', 'kalo', 'gratis', 'tidak', 'eror']",benar udah langgan eror bela bela beli biar nonton eror tidak gratis kalo gratis tidak eror
268,1,0,"Patah"" terus setiap mau nonton bola liga 1 kualitas nya jelek!!","patah"" terus setiap mau nonton bola liga 1 kualitas nya jelek!!",patah  terus setiap mau nonton bola liga   kualitas nya jelek,patah  terus setiap mau nonton bola liga   kualitas nya jelek,patah  terus setiap mau nonton bola liga kualitas nya jelek,"['patah', 'terus', 'setiap', 'mau', 'nonton', 'bola', 'liga', 'kualitas', 'nya', 'jelek']","['patah', 'nonton', 'kualitas', 'jelek']","['patah', 'nonton', 'kualitas', 'jelek']","['patah', 'nonton', 'kualitas', 'jelek']",patah nonton kualitas jelek
269,1,0,"nonton bola sering lag, komentator nya aja lancar vidio nya diem, kaya radio","nonton bola sering lag, komentator nya aja lancar vidio nya diem, kaya radio",nonton bola sering lag  komentator nya aja lancar vidio nya diem  kaya radio,nonton bola sering lag  komentator nya aja lancar vidio nya diem  kaya radio,nonton bola sering lag  komentator nya aja lancar vidio nya diem  kaya radio,"['nonton', 'bola', 'sering', 'lag', 'komentator', 'nya', 'aja', 'lancar', 'vidio', 'nya', 'diem', 'kaya', 'radio']","['nonton', 'lambat', 'komentator', 'lancar', 'vidio', 'diam', 'kaya', 'radio']","['nonton', 'lag', 'komentator', 'lancar', 'vidio', 'diem', 'kaya', 'radio']","['nonton', 'lambat', 'komentator', 'lancar', 'vidio', 'diam', 'kaya', 'radio']",nonton lambat komentator lancar vidio diam kaya radio
270,1,0,Aplikasi gak jelas,aplikasi gak jelas,aplikasi gak jelas,aplikasi gak jelas,aplikasi gak jelas,"['aplikasi', 'gak', 'jelas']","['aplikasi', 'tidak']","['aplikasi', 'gak']","['aplikasi', 'tidak']",aplikasi tidak
271,1,0,"beli paket platinum,sisa nya iklan...g bsa nntn live hadehh","beli paket platinum,sisa nya iklan...g bsa nntn live hadehh",beli paket platinum sisa nya iklan   g bsa nntn live hadehh,beli paket platinum sisa nya iklan   g bsa nntn live hadehh,beli paket platinum sisa nya iklan g bsa nntn live hadehh,"['beli', 'paket', 'platinum', 'sisa', 'nya', 'iklan', 'g', 'bsa', 'nntn', 'live', 'hadehh']","['beli', 'sisa', 'iklan', 'nonton']","['beli', 'sisa', 'iklan', 'nntn']","['beli', 'sisa', 'iklan', 'nonton']",beli sisa iklan nonton
272,1,0,Aplikasi nya setiap mau nonton selalu di potong dan iklan nya tuh buanyak,aplikasi nya setiap mau nonton selalu di potong dan iklan nya tuh buanyak,aplikasi nya setiap mau nonton selalu di potong dan iklan nya tuh buanyak,aplikasi nya setiap mau nonton selalu di potong dan iklan nya tuh buanyak,aplikasi nya setiap mau nonton selalu di potong dan iklan nya tuh buanyak,"['aplikasi', 'nya', 'setiap', 'mau', 'nonton', 'selalu', 'di', 'potong', 'dan', 'iklan', 'nya', 'tuh', 'buanyak']","['aplikasi', 'nonton', 'potong', 'iklan', 'banyak']","['aplikasi', 'nonton', 'potong', 'iklan', 'buanyak']","['aplikasi', 'nonton', 'potong', 'iklan', 'banyak']",aplikasi nonton potong iklan banyak
273,1,0,"Padahal pake WiFi bisa gagal masuk, sering buffering, sering eror","padahal pake wifi bisa gagal masuk, sering buffering, sering eror",padahal pake wifi bisa gagal masuk  sering buffering  sering eror,padahal pake wifi bisa gagal masuk  sering buffering  sering eror,padahal pake wifi bisa gagal masuk  sering buffering  sering eror,"['padahal', 'pake', 'wifi', 'bisa', 'gagal', 'masuk', 'sering', 'buffering', 'sering', 'eror']","['gagal', 'masuk', 'memuat', 'eror']","['gagal', 'masuk', 'buffering', 'eror']","['gagal', 'masuk', 'muat', 'eror']",gagal masuk muat eror
274,1,0,"Pas Nonton Lag Mulu Kenapa Sih Padahal Jaringgan Bagus Tapi Lag Mulu Males Dah Sama Apk Nyaaa Buang Buang Waktu Lag Mulu,,,,Iklan Nya Lagi Banyakkkk.","pas nonton lag mulu kenapa sih padahal jaringgan bagus tapi lag mulu males dah sama apk nyaaa buang buang waktu lag mulu,,,,iklan nya lagi banyakkkk.",pas nonton lag mulu kenapa sih padahal jaringgan bagus tapi lag mulu males dah sama apk nyaaa buang buang waktu lag mulu    iklan nya lagi banyakkkk,pas nonton lag mulu kenapa sih padahal jaringgan bagus tapi lag mulu males dah sama apk nyaaa buang buang waktu lag mulu    iklan nya lagi banyakkkk,pas nonton lag mulu kenapa sih padahal jaringgan bagus tapi lag mulu males dah sama apk nya buang buang waktu lag mulu iklan nya lagi banyak,"['pas', 'nonton', 'lag', 'mulu', 'kenapa', 'sih', 'padahal', 'jaringgan', 'bagus', 'tapi', 'lag', 'mulu', 'males', 'dah', 'sama', 'apk', 'nyaaa', 'buang', 'buang', 'waktu', 'lag', 'mulu', 'iklan', 'nya', 'lagi', 'banyakkkk']","['nonton', 'lambat', 'mulu', 'jaringan', 'bagus', 'lambat', 'mulu', 'malas', 'aplikasi', 'nyaaa', 'buang', 'buang', 'lambat', 'mulu', 'iklan', 'banyakkkk']","['nonton', 'lag', 'mulu', 'jaringgan', 'bagus', 'lag', 'mulu', 'males', 'apk', 'nyaaa', 'buang', 'buang', 'lag', 'mulu', 'iklan', 'banyakkkk']","['nonton', 'lambat', 'mulu', 'jaring', 'bagus', 'lambat', 'mulu', 'malas', 'aplikasi', 'nyaaa', 'buang', 'buang', 'lambat', 'mulu', 'iklan', 'banyakkkk']",nonton lambat mulu jaring bagus lambat mulu malas aplikasi nyaaa buang buang lambat mulu iklan banyakkkk
275,1,0,Satu dulu baru coba soalnya,satu dulu baru coba soalnya,satu dulu baru coba soalnya,satu dulu baru coba soalnya,satu dulu baru coba soalnya,"['satu', 'dulu', 'baru', 'coba', 'soalnya']",['coba'],['coba'],['coba'],coba
276,1,0,"Katanya promo pas mau beli harga sama, blok","katanya promo pas mau beli harga sama, blok",katanya promo pas mau beli harga sama  blok,katanya promo pas mau beli harga sama  blok,katanya promo pas mau beli harga sama  blok,"['katanya', 'promo', 'pas', 'mau', 'beli', 'harga', 'sama', 'blok']","['promo', 'beli', 'harga']","['promo', 'beli', 'harga']","['promo', 'beli', 'harga']",promo beli harga
277,1,0,Jellek,jellek,jellek,jellek,jellek,['jellek'],['jelek'],['jellek'],['jelek'],jelek
278,1,0,"Dikira cuma punya saya yg macet2an, ternyata dari app nya 🙏","dikira cuma punya saya yg macet2an, ternyata dari app nya 🙏",dikira cuma punya saya yg macet an  ternyata dari app nya 🙏,dikira cuma punya saya yg macet an  ternyata dari app nya ,dikira cuma punya saya yg macet an  ternyata dari app nya ,"['dikira', 'cuma', 'punya', 'saya', 'yg', 'macet', 'an', 'ternyata', 'dari', 'app', 'nya']","['macet', 'aplikasi']","['macet', 'app']","['macet', 'aplikasi']",macet aplikasi
279,1,0,Aplikasi jelek 😭😭😭😭😭semenjak download aplikasi ini hp gw sering ngefrem padahal tadi nya lancar lancar aja main ml lancar semuanya lancar tapi kenapa semua aplikasi gw tidak menanggapi kayak nya ini banyak virusnya kesel😠,aplikasi jelek 😭😭😭😭😭semenjak download aplikasi ini hp gw sering ngefrem padahal tadi nya lancar lancar aja main ml lancar semuanya lancar tapi kenapa semua aplikasi gw tidak menanggapi kayak nya ini banyak virusnya kesel😠,aplikasi jelek 😭😭😭😭😭semenjak download aplikasi ini hp gw sering ngefrem padahal tadi nya lancar lancar aja main ml lancar semuanya lancar tapi kenapa semua aplikasi gw tidak menanggapi kayak nya ini banyak virusnya kesel😠,aplikasi jelek semenjak download aplikasi ini hp gw sering ngefrem padahal tadi nya lancar lancar aja main ml lancar semuanya lancar tapi kenapa semua aplikasi gw tidak menanggapi kayak nya ini banyak virusnya kesel,aplikasi jelek semenjak download aplikasi ini hp gw sering ngefrem padahal tadi nya lancar lancar aja main ml lancar semuanya lancar tapi kenapa semua aplikasi gw tidak menanggapi kayak nya ini banyak virusnya kesel,"['aplikasi', 'jelek', 'semenjak', 'download', 'aplikasi', 'ini', 'hp', 'gw', 'sering', 'ngefrem', 'padahal', 'tadi', 'nya', 'lancar', 'lancar', 'aja', 'main', 'ml', 'lancar', 'semuanya', 'lancar', 'tapi', 'kenapa', 'semua', 'aplikasi', 'gw', 'tidak', 'menanggapi', 'kayak', 'nya', 'ini', 'banyak', 'virusnya', 'kesel']","['aplikasi', 'jelek', 'semenjak', 'unduh', 'aplikasi', 'saya', 'lancar', 'lancar', 'main', 'lancar', 'lancar', 'aplikasi', 'saya', 'menanggapi', 'virusnya', 'kesal']","['aplikasi', 'jelek', 'semenjak', 'download', 'aplikasi', 'gw', 'lancar', 'lancar', 'main', 'lancar', 'lancar', 'aplikasi', 'gw', 'menanggapi', 'virusnya', 'kesel']","['aplikasi', 'jelek', 'semenjak', 'unduh', 'aplikasi', 'saya', 'lancar', 'lancar', 'main', 'lancar', 'lancar', 'aplikasi', 'saya', 'tanggap', 'virus', 'kesal']",aplikasi jelek semenjak unduh aplikasi saya lancar lancar main lancar lancar aplikasi saya tanggap virus kesal
280,1,0,Kenapa sekarang bayar yg berlangganan gak bisa pake pulsa???,kenapa sekarang bayar yg berlangganan gak bisa pake pulsa???,kenapa sekarang bayar yg berlangganan gak bisa pake pulsa,kenapa sekarang bayar yg berlangganan gak bisa pake pulsa,kenapa sekarang bayar yg berlangganan gak bisa pake pulsa,"['kenapa', 'sekarang', 'bayar', 'yg', 'berlangganan', 'gak', 'bisa', 'pake', 'pulsa']","['berlangganan', 'tidak', 'pulsa']","['berlangganan', 'gak', 'pulsa']","['langgan', 'tidak', 'pulsa']",langgan tidak pulsa
281,1,0,Aplikasi video iklannya kek sampah banyak bnr. Dikit dikit iklan. Itumh bukan nonton video tapi nonton iklan aja,aplikasi video iklannya kek sampah banyak bnr. dikit dikit iklan. itumh bukan nonton video tapi nonton iklan aja,aplikasi video iklannya kek sampah banyak bnr  dikit dikit iklan  itumh bukan nonton video tapi nonton iklan aja,aplikasi video iklannya kek sampah banyak bnr  dikit dikit iklan  itumh bukan nonton video tapi nonton iklan aja,aplikasi video iklannya kek sampah banyak bnr  dikit dikit iklan  itumh bukan nonton video tapi nonton iklan aja,"['aplikasi', 'video', 'iklannya', 'kek', 'sampah', 'banyak', 'bnr', 'dikit', 'dikit', 'iklan', 'itumh', 'bukan', 'nonton', 'video', 'tapi', 'nonton', 'iklan', 'aja']","['aplikasi', 'iklannya', 'seperti', 'sampah', 'benar', 'dikit', 'dikit', 'iklan', 'nonton', 'nonton', 'iklan']","['aplikasi', 'iklannya', 'kek', 'sampah', 'bnr', 'dikit', 'dikit', 'iklan', 'nonton', 'nonton', 'iklan']","['aplikasi', 'iklan', 'seperti', 'sampah', 'benar', 'dikit', 'dikit', 'iklan', 'nonton', 'nonton', 'iklan']",aplikasi iklan seperti sampah benar dikit dikit iklan nonton nonton iklan
282,1,0,"sering loading padahal paketan banyak sinyal lancar, lebih bagus yang dulu","sering loading padahal paketan banyak sinyal lancar, lebih bagus yang dulu",sering loading padahal paketan banyak sinyal lancar  lebih bagus yang dulu,sering loading padahal paketan banyak sinyal lancar  lebih bagus yang dulu,sering loading padahal paketan banyak sinyal lancar  lebih bagus yang dulu,"['sering', 'loading', 'padahal', 'paketan', 'banyak', 'sinyal', 'lancar', 'lebih', 'bagus', 'yang', 'dulu']","['memuat', 'paketan', 'sinyal', 'lancar', 'bagus']","['loading', 'paketan', 'sinyal', 'lancar', 'bagus']","['muat', 'paket', 'sinyal', 'lancar', 'bagus']",muat paket sinyal lancar bagus
